Identifier,languageCode,countryCode,site,CompetitorModelNumber,curbAdapter,phase,alliedMatchId,GEAModelNumber,associatedProductId
5047ee230d065f45bdf65b8d0bbd632e,en,US,91b8f8a911bff655d08192b7e34f37d1,50CDE008-6,,,57,ZCD092S5,4
c3c787103261b55b2b17fe89ad3a3b62,en,US,91b8f8a911bff655d08192b7e34f37d1,50DA008110,Ducting Transition may be required.,,57,ZCD092S5,4
c5200c77d317da79c011313b850bcfe8,en,US,91b8f8a911bff655d08192b7e34f37d1,50CHE008-6,Ducting Transition may be required.,,57,ZCD092S5,4
fec650f5ea60609978fb94017b8278c2,en,US,91b8f8a911bff655d08192b7e34f37d1,50DA008400,Ducting Transition may be required.,,57,ZCD092S5,4
6b127e086de795db84de718d09e17a30,en,US,91b8f8a911bff655d08192b7e34f37d1,50DG008-5,,,57,ZCD092S5,4
8957a2260c23adae298e175f4d5a86c3,en,US,91b8f8a911bff655d08192b7e34f37d1,50DA008610,Ducting Transition may be required.,,57,ZCD092S5,4
034aaf2ed308d437cb942f02209c1383,en,US,91b8f8a911bff655d08192b7e34f37d1,50DP008-1,,,57,ZCD092S5,4
068002713bd61ed9912044ecba5681f9,en,US,91b8f8a911bff655d08192b7e34f37d1,50DJ008,no Transition Curb needed,,57,ZCD092S5,4
4762a8bd61eb858c9d50afac1771b13e,en,US,91b8f8a911bff655d08192b7e34f37d1,50DG008-1,,,57,ZCD092S5,4
5e3ae287a8ba80780247d0cf1e7141f0,en,US,91b8f8a911bff655d08192b7e34f37d1,50DG008-6,,,57,ZCD092S5,4
db4734be825f74ed1d79f6a51d934d94,en,US,91b8f8a911bff655d08192b7e34f37d1,50DA008510,Ducting Transition may be required.,,57,ZCD092S5,4
7396f58a019d0d52f8d6c48d4624f7b4,en,US,91b8f8a911bff655d08192b7e34f37d1,50DP008-6,,,57,ZCD092S5,4
0aeefeadafefe7505b5a970aadd137cf,en,US,91b8f8a911bff655d08192b7e34f37d1,50HJ008,no Transition Curb needed,,57,ZCD092S5,4
13736dd60ed34784c37393fcd6908aca,en,US,91b8f8a911bff655d08192b7e34f37d1,50TC-E08,,,57,ZCD092S5,4
21bdab27f0f3884bcbe5acca6616e3cf,en,US,91b8f8a911bff655d08192b7e34f37d1,50TC-A08,,,57,ZCD092S5,4
2dab373d0d18f0b0675b826e02d56c13,en,US,91b8f8a911bff655d08192b7e34f37d1,50DP008-5,,,57,ZCD092S5,4
3688b48f0b330a05327262c906eaafce,en,US,91b8f8a911bff655d08192b7e34f37d1,50TCA08,,,57,ZCD092S5,4
5926a65e1ed17ee7f7a6492c2f9a74f2,en,US,91b8f8a911bff655d08192b7e34f37d1,50TC-D08,,,57,ZCD092S5,4
c1d3633155336825fbc025c5b647b2cb,en,US,91b8f8a911bff655d08192b7e34f37d1,50LJ008,no Transition Curb needed,,57,ZCD092S5,4
d74f67ff31f0612b6ed53bb24d12ab95,en,US,91b8f8a911bff655d08192b7e34f37d1,50TC-B08,,,57,ZCD092S5,4
6e004d8da5108886e8bbff960f06d845,en,US,91b8f8a911bff655d08192b7e34f37d1,50TCD08,,,57,ZCD092S5,4
7dbbad9539bbd0cb720c3a9e172bb49c,en,US,91b8f8a911bff655d08192b7e34f37d1,551BEX090,no Transition Curb needed,,57,ZCD092S5,4
af592068213c281f14da876a665b0d21,en,US,91b8f8a911bff655d08192b7e34f37d1,50TJ008,no Transition Curb needed,,57,ZCD092S5,4
b76cb88b21f960bc35f384ab48972663,en,US,91b8f8a911bff655d08192b7e34f37d1,50TMF008---5,no Transition Curb needed,,57,ZCD092S5,4
062d95b3531438ed203fcb0d192b0e0a,en,US,91b8f8a911bff655d08192b7e34f37d1,50TFF008,no Transition Curb needed,,57,ZCD092S5,4
49b3f1934157fe6b6d6a7e460dedd109,en,US,91b8f8a911bff655d08192b7e34f37d1,50TM008,no Transition Curb needed,,57,ZCD092S5,4
d55652e40aacef0244ea71fc8fea1fdd,en,US,91b8f8a911bff655d08192b7e34f37d1,50TCE08,,,57,ZCD092S5,4
e8d2e6654e6fc5574fa4605e22aeb4a9,en,US,91b8f8a911bff655d08192b7e34f37d1,50TMF008---1,no Transition Curb needed,,57,ZCD092S5,4
ebe65cd75a0854616c82cced717b29e9,en,US,91b8f8a911bff655d08192b7e34f37d1,50TMF008---6,no Transition Curb needed,,57,ZCD092S5,4
ed41bf8ef3e577cf82f25e84ac04f807,en,US,91b8f8a911bff655d08192b7e34f37d1,50TCB08,,,57,ZCD092S5,4
7073dbd72928186c3d74e119d92dbf60,en,US,91b8f8a911bff655d08192b7e34f37d1,558CBX090,no Transition Curb needed,,57,ZCD092S5,4
70d220b3e837fe9f24fce585209a141c,en,US,91b8f8a911bff655d08192b7e34f37d1,551JT08,no Transition Curb needed,,57,ZCD092S5,4
9b87aeece29aa817bf31b2be764a95b0,en,US,91b8f8a911bff655d08192b7e34f37d1,551JE08,no Transition Curb needed,,57,ZCD092S5,4
a965101de0f3983e4ae81ac2852e3ad6,en,US,91b8f8a911bff655d08192b7e34f37d1,558CJC090,no Transition Curb needed,,57,ZCD092S5,4
b229eacea77931b8b3556d4916dc825a,en,US,91b8f8a911bff655d08192b7e34f37d1,551BTX090,no Transition Curb needed,,57,ZCD092S5,4
35d7abdc70d0702deecbdcddbab31cc3,en,US,91b8f8a911bff655d08192b7e34f37d1,551JJ08,no Transition Curb needed,,57,ZCD092S5,4
5144c6a675295aafeeae22e5a2d740e1,en,US,91b8f8a911bff655d08192b7e34f37d1,551BPX090,no Transition Curb needed,,57,ZCD092S5,4
d4d9e6672dba4bda13129f0e0e1ca482,en,US,91b8f8a911bff655d08192b7e34f37d1,551JP08,no Transition Curb needed,,57,ZCD092S5,4
e9ff617db57c9cab72e3e4e7bc001734,en,US,91b8f8a911bff655d08192b7e34f37d1,558CPX090,no Transition Curb needed,,57,ZCD092S5,4
f85738c4e0b44cb640dd708d5bfef43e,en,US,91b8f8a911bff655d08192b7e34f37d1,551BJX090,no Transition Curb needed,,57,ZCD092S5,4
683fc5c39d1bb0b1e1171f3cce6138f0,en,US,91b8f8a911bff655d08192b7e34f37d1,558JJ08,no Transition Curb needed,,57,ZCD092S5,4
7864759b054607cca6e5afe86aa18bfd,en,US,91b8f8a911bff655d08192b7e34f37d1,558FJX090,no Transition Curb needed,,57,ZCD092S5,4
90c14ea5ea7aa1e5653a2c5ba2770d70,en,US,91b8f8a911bff655d08192b7e34f37d1,558JP08,no Transition Curb needed,,57,ZCD092S5,4
0a3dc8f84f23d9145bda9bac830f095e,en,US,91b8f8a911bff655d08192b7e34f37d1,558FEX090,no Transition Curb needed,,57,ZCD092S5,4
34edb968d2c0d37758ca13902f911449,en,US,91b8f8a911bff655d08192b7e34f37d1,558DJX090,no Transition Curb needed,,57,ZCD092S5,4
5c1aac1b167c0ad5244c30afa0571fc8,en,US,91b8f8a911bff655d08192b7e34f37d1,558DEX090,no Transition Curb needed,,57,ZCD092S5,4
c1a0f434f1fd2cc6434e16fc7ded5910,en,US,91b8f8a911bff655d08192b7e34f37d1,558JE08,no Transition Curb needed,,57,ZCD092S5,4
ccead98987139aaea1025e3bc3a1eb41,en,US,91b8f8a911bff655d08192b7e34f37d1,558FPX090,no Transition Curb needed,,57,ZCD092S5,4
dc9a5453093b9fd2490ebdd238c767ab,en,US,91b8f8a911bff655d08192b7e34f37d1,558DTX090,no Transition Curb needed,,57,ZCD092S5,4
f29866030355cf690c0c743b7529a15b,en,US,91b8f8a911bff655d08192b7e34f37d1,558FTX090,no Transition Curb needed,,57,ZCD092S5,4
f85956d94eeab89e158eaed149ace6f6,en,US,91b8f8a911bff655d08192b7e34f37d1,558DPX090,no Transition Curb needed,,57,ZCD092S5,4
846b5c189baff1f75f41906138695644,en,US,91b8f8a911bff655d08192b7e34f37d1,DCC090,,,57,ZCD092S5,4
9029a56732f6d1fe01fbaf42fa0e992a,en,US,91b8f8a911bff655d08192b7e34f37d1,D1EE090,,,57,ZCD092S5,4
942e0dbbb97e414ddca31fad5dc25ee3,en,US,91b8f8a911bff655d08192b7e34f37d1,558JT08,no Transition Curb needed,,57,ZCD092S5,4
bbe503ef731ad3cf3766bbda9f8421ac,en,US,91b8f8a911bff655d08192b7e34f37d1,D4CE090,11J07,,57,ZCD092S5,4
05b8a0eaa3a0a9c3a5c32dec0437cece,en,US,91b8f8a911bff655d08192b7e34f37d1,D2EE090,,,57,ZCD092S5,4
2bbee5553cdf8e0ee890f8230abf90ba,en,US,91b8f8a911bff655d08192b7e34f37d1,CHA24-953,31B68,,57,ZCD092S5,4
3cd183de705e231aa11e68a3a943d1e1,en,US,91b8f8a911bff655d08192b7e34f37d1,CPC090,,,57,ZCD092S5,4
514fb40ed81e10444422966585d5d57e,en,US,91b8f8a911bff655d08192b7e34f37d1,CHA16-090,31B68,,57,ZCD092S5,4
53909064272fc7c476f36d18ff7f11b7,en,US,91b8f8a911bff655d08192b7e34f37d1,D3CE090,11J07,,57,ZCD092S5,4
ed2a34c0dfa6897384655bd247b31e76,en,US,91b8f8a911bff655d08192b7e34f37d1,559CTX090,no Transition Curb needed,,57,ZCD092S5,4
b2d93c75580a1a5f1a1aac6995b7b86d,en,US,91b8f8a911bff655d08192b7e34f37d1,P6SP-090DA,,,57,ZCD092S5,4
badad94d165c5218800bb745c665e40a,en,US,91b8f8a911bff655d08192b7e34f37d1,RAH090H,no Transition Curb needed,,57,ZCD092S5,4
bae4e809b1597dc32f1fd35b9fc6dc77,en,US,91b8f8a911bff655d08192b7e34f37d1,RAH090L,no Transition Curb needed,,57,ZCD092S5,4
1278f4f26080bb107d2c25dddc918d76,en,US,91b8f8a911bff655d08192b7e34f37d1,RAH090,no Transition Curb needed,,57,ZCD092S5,4
218d6df206b970b896c71e6633c4acef,en,US,91b8f8a911bff655d08192b7e34f37d1,RAH090K,no Transition Curb needed,,57,ZCD092S5,4
21cb18ab68efaa598274c5986da17511,en,US,91b8f8a911bff655d08192b7e34f37d1,PAE090,no Transition Curb needed,,57,ZCD092S5,4
252ac6e874c297de5daedbf350893223,en,US,91b8f8a911bff655d08192b7e34f37d1,PAH090,no Transition Curb needed,,57,ZCD092S5,4
41cdc4ed04c790bb1ba892b00263f9c0,en,US,91b8f8a911bff655d08192b7e34f37d1,P6SP-090CA,,,57,ZCD092S5,4
d495d27850d99e4f429857f34de04da0,en,US,91b8f8a911bff655d08192b7e34f37d1,DM090C00,,,57,ZCD092S5,4
f786abd936b7de507ba81f7fc676bc4b,en,US,91b8f8a911bff655d08192b7e34f37d1,DF090C00,,,57,ZCD092S5,4
6eca2944f097de2d397ae1e73d437a66,en,US,91b8f8a911bff655d08192b7e34f37d1,RAS090,no Transition Curb needed,,57,ZCD092S5,4
b28879dbc4f614244de2d6456b21df4f,en,US,91b8f8a911bff655d08192b7e34f37d1,RREF-020085C,,,57,ZCD092S5,4
04b34d8773763d2081947770625236f9,en,US,91b8f8a911bff655d08192b7e34f37d1,RREF-015085C,,,57,ZCD092S5,4
4dc271c1c5d70d9276d9c8aaa2978e3b,en,US,91b8f8a911bff655d08192b7e34f37d1,RRCF-085C,,,57,ZCD092S5,4
c069ae5b65e7e76444982a1747ee9468,en,US,91b8f8a911bff655d08192b7e34f37d1,RREF-020085D,,,57,ZCD092S5,4
cd647cad8317a58dd955ad95bb310920,en,US,91b8f8a911bff655d08192b7e34f37d1,RRCF085Y,,,57,ZCD092S5,4
d4ac88e02794fad7e2a7179cbc36013e,en,US,91b8f8a911bff655d08192b7e34f37d1,RAH090S,no Transition Curb needed,,57,ZCD092S5,4
d82a943ed433749bdd823072ac18f254,en,US,91b8f8a911bff655d08192b7e34f37d1,RRCG-085D,,,57,ZCD092S5,4
efaab6acc9499019d281bf46daa46ce0,en,US,91b8f8a911bff655d08192b7e34f37d1,RREF-015085Y,,,57,ZCD092S5,4
87bb915ab69d5d24031deb3b9b5c8ca5,en,US,91b8f8a911bff655d08192b7e34f37d1,RREF-030085C,,,57,ZCD092S5,4
8f2c02227eccf0ee115e4485778dad8b,en,US,91b8f8a911bff655d08192b7e34f37d1,RREF-030085Y,,,57,ZCD092S5,4
219416e55c66afdc631b9c9b40f12fff,en,US,91b8f8a911bff655d08192b7e34f37d1,TCA090S2,,,57,ZCD092S5,4
300b2240e7fd705ef4b1d8e9c0f14bad,en,US,91b8f8a911bff655d08192b7e34f37d1,RREF-030085D,,,57,ZCD092S5,4
39109576f23fe0be328c5eff7110dc39,en,US,91b8f8a911bff655d08192b7e34f37d1,RREF-020085Y,,,57,ZCD092S5,4
485f708a358867fb3f1e83f4c633a773,en,US,91b8f8a911bff655d08192b7e34f37d1,TCD090D,11J05,,57,ZCD092S5,4
ca3818e7d2e9123430d2e6e549b8b79f,en,US,91b8f8a911bff655d08192b7e34f37d1,ZF090C,,,57,ZCD092S5,4
d9a377585c060dfe4c9d6d80ada19844,en,US,91b8f8a911bff655d08192b7e34f37d1,TCD090C,11J05,,57,ZCD092S5,4
e3e4aed5db48baf52246ea7ed206875d,en,US,91b8f8a911bff655d08192b7e34f37d1,TCD090B,11J05,,57,ZCD092S5,4
ee681a76b2d5065a4ed989caf7934f03,en,US,91b8f8a911bff655d08192b7e34f37d1,TCD090A,11J05,,57,ZCD092S5,4
6bf8db7d22d557c1930a9863e2ad9a91,en,US,91b8f8a911bff655d08192b7e34f37d1,ZXE08A,no Transition Curb needed,,57,ZCD092S5,4
94064a505c518dec0691ecb45d4a07c7,en,US,91b8f8a911bff655d08192b7e34f37d1,ZJ090C5,,,57,ZCD092S5,4
aa69e97f6a6076f7ce70ceeb7644b880,en,US,91b8f8a911bff655d08192b7e34f37d1,ZH090C5,,,57,ZCD092S5,4
b5f5151cec8a7e2dc3d882a638ed72f1,en,US,91b8f8a911bff655d08192b7e34f37d1,ZH090C4,,,57,ZCD092S5,4
b7381cc9995b2f9b513bb03c3ab7dc96,en,US,91b8f8a911bff655d08192b7e34f37d1,ZF090C,,,57,ZCD092S5,4
09a314f2dfe7d9b5f2810df46d415ec0,en,US,91b8f8a911bff655d08192b7e34f37d1,ZF090C,,,57,ZCD092S5,4
4afdeba09dde7e689ccb2075bed8ad83,en,US,91b8f8a911bff655d08192b7e34f37d1,ZH090C2,,,57,ZCD092S5,4
cb530b8e71d5675f4b1548d8443b5888,en,US,91b8f8a911bff655d08192b7e34f37d1,ZJ090C4,,,57,ZCD092S5,4
f152b5d20b0a73d8d6a5db221abba53a,en,US,91b8f8a911bff655d08192b7e34f37d1,ZJ090C2,,,57,ZCD092S5,4
9043f5b2a95fd174f9dc766ce51014d5,en,US,91b8f8a911bff655d08192b7e34f37d1,ZXE08M,no Transition Curb needed,,57,ZCD092S5,4
9045c9c0a76c7bfc65b328e3ae437f4c,en,US,91b8f8a911bff655d08192b7e34f37d1,ZXE08L,no Transition Curb needed,,57,ZCD092S5,4
ad9e3d092852cfb852204a7c55355684,en,US,91b8f8a911bff655d08192b7e34f37d1,ZXE08F,no Transition Curb needed,,57,ZCD092S5,4
1c328a264c1ceb325a50873fa1da82a9,en,US,91b8f8a911bff655d08192b7e34f37d1,ZYE08A,no Transition Curb needed,,57,ZCD092S5,4
208078d9c1165330589d74d538cb14a2,en,US,91b8f8a911bff655d08192b7e34f37d1,ZXE08D,no Transition Curb needed,,57,ZCD092S5,4
381b09bffd83e1878164ec4f860a464c,en,US,91b8f8a911bff655d08192b7e34f37d1,ZYE08D,no Transition Curb needed,,57,ZCD092S5,4
428254eb7fc1f07bd5a0ea27fa354709,en,US,91b8f8a911bff655d08192b7e34f37d1,ZXE08N,no Transition Curb needed,,57,ZCD092S5,4
56cfff00062cf2bbe9e5e85e1697722d,en,US,91b8f8a911bff655d08192b7e34f37d1,ZXE08R,no Transition Curb needed,,57,ZCD092S5,4
c53aee953ea875804031536c9e94aa2d,en,US,91b8f8a911bff655d08192b7e34f37d1,ZXE08S,no Transition Curb needed,,57,ZCD092S5,4
ecff3f715f0d2cc4d4acf65dc7966570,en,US,91b8f8a911bff655d08192b7e34f37d1,ZXE08E,no Transition Curb needed,,57,ZCD092S5,4
fec7513d89e46be8d2c0d7aa49e0f28b,en,US,91b8f8a911bff655d08192b7e34f37d1,ZXE08T,no Transition Curb needed,,57,ZCD092S5,4
62937aa033f7a4254fb6732c9dfd8ece,en,US,91b8f8a911bff655d08192b7e34f37d1,ZYE08N,no Transition Curb needed,,57,ZCD092S5,4
700fad6e85ab84427a6df4efe28df977,en,US,91b8f8a911bff655d08192b7e34f37d1,ZYE08M,no Transition Curb needed,,57,ZCD092S5,4
b518762ee4e19d86458ae98ea4db0b69,en,US,91b8f8a911bff655d08192b7e34f37d1,ZYE08E,no Transition Curb needed,,57,ZCD092S5,4
113ddd570a5cf74b4c9eae8dd48cc534,en,US,91b8f8a911bff655d08192b7e34f37d1,ZYE08L,no Transition Curb needed,,57,ZCD092S5,4
598243f94308d8659deaa695086f12ec,en,US,91b8f8a911bff655d08192b7e34f37d1,ZYE08F,no Transition Curb needed,,57,ZCD092S5,4
5abdf9c60de879b9ebf76fe485a42513,en,US,91b8f8a911bff655d08192b7e34f37d1,ZYE08T,no Transition Curb needed,,57,ZCD092S5,4
f1a1f5476fbaf0519a8c95d87bbadd3a,en,US,91b8f8a911bff655d08192b7e34f37d1,ZYE08R,no Transition Curb needed,,57,ZCD092S5,4
64312f19dbb14cae2e9ef494d9d0e11e,en,US,91b8f8a911bff655d08192b7e34f37d1,50TMF007--6,no Transition Curb needed,,56,ZCD074S5,4
99c12970e2f98c15d9c2eb8d73abaca3,en,US,91b8f8a911bff655d08192b7e34f37d1,ZJ078E,,,56,ZCD074S5,4
1f3873175eb4be02a349c57e60db4a66,en,US,91b8f8a911bff655d08192b7e34f37d1,50CH007-1,Horizontal Only,,56,ZCD074S5,4
6d395adc7a80daad640f205aef9f0191,en,US,91b8f8a911bff655d08192b7e34f37d1,50DJ007-1,no Transition Curb needed,,56,ZCD074S5,4
7a669a136e6d5bd28f51a4f61321e285,en,US,91b8f8a911bff655d08192b7e34f37d1,50CH007-5(Horiz),Ducting Transition may be required.,,56,ZCD074S5,4
7cbda3b74cfc2e7385abb7de2e028f28,en,US,91b8f8a911bff655d08192b7e34f37d1,50CH007-6(Horiz),Ducting Transition may be required.,,56,ZCD074S5,4
8d2a10482a650964e46c1e499ed2d7cb,en,US,91b8f8a911bff655d08192b7e34f37d1,50CH007-5,Horizontal Only,,56,ZCD074S5,4
9ccd783b6e2ba6c1bfc05e45b5ad3f2c,en,US,91b8f8a911bff655d08192b7e34f37d1,50DJ007,no Transition Curb needed,,56,ZCD074S5,4
aea08dc5b512204c1fc6e94bd62255b4,en,US,91b8f8a911bff655d08192b7e34f37d1,50DJ007-5,no Transition Curb needed,,56,ZCD074S5,4
411e1def0e6e5994662978dcb5d4b146,en,US,91b8f8a911bff655d08192b7e34f37d1,50CH007-1(Horiz),Ducting Transition may be required.,,56,ZCD074S5,4
d43a36e09c24a59edc9124a13618c76b,en,US,91b8f8a911bff655d08192b7e34f37d1,50HC007,no Transition Curb needed,,56,ZCD074S5,4
d8b71bff31fcb91a0435e2061fb8fd78,en,US,91b8f8a911bff655d08192b7e34f37d1,50HJ007,no Transition Curb needed,,56,ZCD074S5,4
fc86a76c8345133635e4118ed0a956b8,en,US,91b8f8a911bff655d08192b7e34f37d1,50DJ007-6,no Transition Curb needed,,56,ZCD074S5,4
fc92a13e7436132c51a7e6ae519fc929,en,US,91b8f8a911bff655d08192b7e34f37d1,50CH007-6,Horizontal Only,,56,ZCD074S5,4
62ad7eccce02a865e2643a2a132025a5,en,US,91b8f8a911bff655d08192b7e34f37d1,50LJ007,no Transition Curb needed,,56,ZCD074S5,4
84b08e4c528ca69111a9d0aa21665f0a,en,US,91b8f8a911bff655d08192b7e34f37d1,50TC-A07A1A6,no Transition Curb needed,,56,ZCD074S5,4
0635fa7b048c244e538f6d906dfad99c,en,US,91b8f8a911bff655d08192b7e34f37d1,50HJ007---1,no Transition Curb needed,,56,ZCD074S5,4
065898d3feb1f23c9ca5c81fac365a4c,en,US,91b8f8a911bff655d08192b7e34f37d1,50TC-A07,no Transition Curb needed,,56,ZCD074S5,4
132009bad98bb3aec42cae7bf0bbb914,en,US,91b8f8a911bff655d08192b7e34f37d1,50HJ007---5,no Transition Curb needed,,56,ZCD074S5,4
22c29ff3dfc1001cd25ec7a76ac8a815,en,US,91b8f8a911bff655d08192b7e34f37d1,50HJ007---6,no Transition Curb needed,,56,ZCD074S5,4
55526547b5c1e35e3a7c86d5f5704490,en,US,91b8f8a911bff655d08192b7e34f37d1,50TC-A07A1A5,no Transition Curb needed,,56,ZCD074S5,4
5daed09d76dd498acdb68a89d6f984c0,en,US,91b8f8a911bff655d08192b7e34f37d1,50TC-A07A1A1,no Transition Curb needed,,56,ZCD074S5,4
f36b393afd3e90f44c7d5bd8355a2088,en,US,91b8f8a911bff655d08192b7e34f37d1,50TCA07,no Transition Curb needed,,56,ZCD074S5,4
fc997b588371eb81d98b788e70ca45a9,en,US,91b8f8a911bff655d08192b7e34f37d1,50HM007,no Transition Curb needed,,56,ZCD074S5,4
606a123e45c70486599b09f6f6b6e404,en,US,91b8f8a911bff655d08192b7e34f37d1,50TFF007---1,no Transition Curb needed,,56,ZCD074S5,4
89726af8367bf171b58ee741f19fe973,en,US,91b8f8a911bff655d08192b7e34f37d1,50TJ-007,no Transition Curb needed,,56,ZCD074S5,4
a9c29f5515057b6c5a610c4bb792374b,en,US,91b8f8a911bff655d08192b7e34f37d1,50TFF007---5,no Transition Curb needed,,56,ZCD074S5,4
25123f91769cf4de0ed944e1ebf86123,en,US,91b8f8a911bff655d08192b7e34f37d1,50TJ-007--6,no Transition Curb needed,,56,ZCD074S5,4
27004315553b71090ac11dbb96db8b7e,en,US,91b8f8a911bff655d08192b7e34f37d1,50TFF007---6,no Transition Curb needed,,56,ZCD074S5,4
5a10511b55b73f4c4b86675260bf7599,en,US,91b8f8a911bff655d08192b7e34f37d1,50TJ007,no Transition Curb needed,,56,ZCD074S5,4
5a7dc04fff65640f027dc13df9c95008,en,US,91b8f8a911bff655d08192b7e34f37d1,50TJ-007--5,no Transition Curb needed,,56,ZCD074S5,4
c2ad862523f112190b59375bba7c9543,en,US,91b8f8a911bff655d08192b7e34f37d1,50TFF007,no Transition Curb needed,,56,ZCD074S5,4
d39a9b484f49b6b120ec49aaa74fd783,en,US,91b8f8a911bff655d08192b7e34f37d1,50TF007,no Transition Curb needed,,56,ZCD074S5,4
e740b662ec5dcf1ac8ab952e04d5c644,en,US,91b8f8a911bff655d08192b7e34f37d1,50TJ-007--1,no Transition Curb needed,,56,ZCD074S5,4
649ec4cfc009d0f12d0538d311352a69,en,US,91b8f8a911bff655d08192b7e34f37d1,558CEX072,no Transition Curb needed,,56,ZCD074S5,4
71c45855191dc74359b3c91d06f568ac,en,US,91b8f8a911bff655d08192b7e34f37d1,50TM007,no Transition Curb needed,,56,ZCD074S5,4
8b7fe456747137865d03ad267b47d365,en,US,91b8f8a911bff655d08192b7e34f37d1,50TMF007--6*,no Transition Curb needed,,56,ZCD074S5,4
9a75802ba5324d280540906e4d231eb8,en,US,91b8f8a911bff655d08192b7e34f37d1,50TMF007--1,no Transition Curb needed,,56,ZCD074S5,4
29edb80007ba6db2c868a8eaba3eb604,en,US,91b8f8a911bff655d08192b7e34f37d1,558CTX072,no Transition Curb needed,,56,ZCD074S5,4
5a6a40101719dd2d3ef9ae143a2f4ad6,en,US,91b8f8a911bff655d08192b7e34f37d1,558CPX072,no Transition Curb needed,,56,ZCD074S5,4
c42926de55a84f99c09a4f4060c10eb2,en,US,91b8f8a911bff655d08192b7e34f37d1,558C072,no Transition Curb needed,,56,ZCD074S5,4
c7d23775f2556b120e30b20991b622c6,en,US,91b8f8a911bff655d08192b7e34f37d1,50TMF007--5*,no Transition Curb needed,,56,ZCD074S5,4
cc329e22616a2c33ef9092eda16d83ba,en,US,91b8f8a911bff655d08192b7e34f37d1,50TMF007--5,no Transition Curb needed,,56,ZCD074S5,4
d4a7faabeccf8f24437ea46e3fa3f3d2,en,US,91b8f8a911bff655d08192b7e34f37d1,50TMF007--1*,no Transition Curb needed,,56,ZCD074S5,4
7f582be391f8317f68726c0b14b56fee,en,US,91b8f8a911bff655d08192b7e34f37d1,558DTX072,no Transition Curb needed,,56,ZCD074S5,4
8e771edc408fdc0c5aea6f0e222f55fd,en,US,91b8f8a911bff655d08192b7e34f37d1,558DEX072,no Transition Curb needed,,56,ZCD074S5,4
9201a2e492b86da446611db972766131,en,US,91b8f8a911bff655d08192b7e34f37d1,558FPX072,no Transition Curb needed,,56,ZCD074S5,4
9d8aec8866bc4e870c3449ac9a59605b,en,US,91b8f8a911bff655d08192b7e34f37d1,558DPX072,no Transition Curb needed,,56,ZCD074S5,4
a4e7702aaf00bbd509b7746adcfa1307,en,US,91b8f8a911bff655d08192b7e34f37d1,558FEX072,no Transition Curb needed,,56,ZCD074S5,4
b71440672ee08527be3fcbc38b14f3a5,en,US,91b8f8a911bff655d08192b7e34f37d1,CPC072,,,56,ZCD074S5,4
5033fe4a7a2b80ff9d35e0b15bf7a695,en,US,91b8f8a911bff655d08192b7e34f37d1,558FTX072,no Transition Curb needed,,56,ZCD074S5,4
c97122fc3addfc908f3a18f5b5c6d13e,en,US,91b8f8a911bff655d08192b7e34f37d1,558D072,no Transition Curb needed,,56,ZCD074S5,4
fddf908f2c8264be6f3855487f28a535,en,US,91b8f8a911bff655d08192b7e34f37d1,558F072,no Transition Curb needed,,56,ZCD074S5,4
77f6c6114efd569aa804c0cc99adc13b,en,US,91b8f8a911bff655d08192b7e34f37d1,DM072E30P4,,,56,ZCD074S5,4
78ec0d6450eecc45a49c5e8331d7ce8d,en,US,91b8f8a911bff655d08192b7e34f37d1,DCC072XXX3B,,,56,ZCD074S5,4
b4cd655e6477ad409dc89ffdbfe50162,en,US,91b8f8a911bff655d08192b7e34f37d1,DM072E30P2,,,56,ZCD074S5,4
18c0f727d498242857bfc07bd17d920b,en,US,91b8f8a911bff655d08192b7e34f37d1,CPC072XXX3,,,56,ZCD074S5,4
28d9a2a60a011bc40917ade69abcc7b0,en,US,91b8f8a911bff655d08192b7e34f37d1,CPC072XXX7,,,56,ZCD074S5,4
28df485bd1039b95f0723d77b6433225,en,US,91b8f8a911bff655d08192b7e34f37d1,DCC072XXX4B,,,56,ZCD074S5,4
2b6c5a4f6663a178557eebfc4db6384c,en,US,91b8f8a911bff655d08192b7e34f37d1,DM078C00A2,,,56,ZCD074S5,4
d5b50184e42d1a55cccd8a8462425d48,en,US,91b8f8a911bff655d08192b7e34f37d1,DCC072XXX7B,,,56,ZCD074S5,4
da6684d3fa8948c4381a3064385906c8,en,US,91b8f8a911bff655d08192b7e34f37d1,DCC072,,,56,ZCD074S5,4
e9fd63a593fb04f8647fc5976aa91649,en,US,91b8f8a911bff655d08192b7e34f37d1,CPC072XXX4,,,56,ZCD074S5,4
69c77cf69ef12688ddc29b71991f9801,en,US,91b8f8a911bff655d08192b7e34f37d1,DM078C00A4,,,56,ZCD074S5,4
6a7290e0fd539278ac645dde25ecb6ae,en,US,91b8f8a911bff655d08192b7e34f37d1,DM078C00A5,,,56,ZCD074S5,4
849a12ad78d8cf31b6ef239daf0e3840,en,US,91b8f8a911bff655d08192b7e34f37d1,PAB075N2H,,,56,ZCD074S5,4
9a5698275ee2159add10548c4b1b69df,en,US,91b8f8a911bff655d08192b7e34f37d1,RAS072L,no Transition Curb needed,,56,ZCD074S5,4
038be6a4701dac4913a5cc531952fe69,en,US,91b8f8a911bff655d08192b7e34f37d1,P6SP-072CA,,,56,ZCD074S5,4
051a9b896c08575f3d3cfacd782898e8,en,US,91b8f8a911bff655d08192b7e34f37d1,PAB075,,,,ZCD074S5,4
