site,title,curbAdapter,phase,alliedMatchId,alliedModelNumber,associatedProductId
91b8f8a911bff655d08192b7e34f37d1,DCH060,no Transition Curb needed,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,PHF060H000,,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,PHH060H,no Transition Curb needed,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,RHS060H,no Transition Curb needed,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,RHS060S,no Transition Curb needed,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,PHB060N1L,,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,PHH060K,no Transition Curb needed,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,RHS060L,no Transition Curb needed,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,Q6SE-X60K,,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,RHS060K,no Transition Curb needed,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,PHF060L000,,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,PHH060L,no Transition Curb needed,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,WCD060(VOYAGER),,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,WCC060F,,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,RJNL-C060,,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,THA060B2,,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,THA060S2,,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,WCD060,,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,SPHO60001,,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,RJPL-C060,,,71,ZHD060S5,4
91b8f8a911bff655d08192b7e34f37d1,548BEX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,BA04E,10L32,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,WCH048,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50HCQA05,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50HCQD05,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50HS036511,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,13CHPXA-48,,,,ZHD048S5,
91b8f8a911bff655d08192b7e34f37d1,50HS042311,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50HS042511,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50HJQ005,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50HS048311,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50QJ005-3,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50KCQA05A1,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50KCQA05A2,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50HS048511,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50QJ004-3,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50LJQ005,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50KCQA05A3,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50KCQA05A0,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50QJ005-1,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50QJ005-6,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50TFQ005-1,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50TCQA05,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50QJ005-5,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50TCQD05,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548BBX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,542GN048,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50TFQ005-6,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548BPX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50TFQ005-5,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50TFQ005-3,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548BJX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,542GN042,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548BTX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,50TJQ005,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548CPX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548CEX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548DTX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548CTX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548DPX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548FEX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548DEX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548DJX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548CJX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548CCX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,549BPX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548JJ05,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548FTX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548FJX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548JP05,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,549BEX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HA048A06,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548JE05,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,549BJX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548FPX048,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548JT05,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-04C00AW,10L32,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HA048A46,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HH048A06,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HH048A25,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HH048A46,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-04C00AF,10L32,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HA048A25,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HA048A58,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HH048A58,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-04C00AT,10L32,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,BA04C,10L32,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CHP16R-511,31B67,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CHP16-048,31B67,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,BQ048,10L32,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-04C00NT,10L32,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-04C00NX,10L32,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-04C00AX,10L32,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-04C00NF,10L32,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-04C00NW,10L32,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CHP20-048,31B67,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048016,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048015,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048018,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048010,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048025,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048020,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048030,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048045,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048046,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048031,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,PH13482-C,Ducting Transition may be required.,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,DCH048,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048XXX,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,PHB048N1H,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH048060,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,PH13482-A,Ducting Transition may be required.,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,PH13482-B,Ducting Transition may be required.,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,PHF048H000,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,RHS048S,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,PHH048L,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,PHH048K,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,Q6SE-X48K,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,PHF048L000,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,RHS048L,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,PHH048H,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,RHS048K,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,PHB048N1L,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,RHS048H,no Transition Curb needed,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,WCC048F,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,WCD048,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,RJNL-C048,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,THA048S2,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,RJPL-C048,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,SPHO48001,,,70,ZHD048S5,4
91b8f8a911bff655d08192b7e34f37d1,548BEX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,BA03C,10L32,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,WCH036,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50HCQA04,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,13CHPXA-36,,,,ZHD036S5,
91b8f8a911bff655d08192b7e34f37d1,50HS042311,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50HS042611,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50HCQD04,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50HS036311,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50HS042511,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50HJQ004,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50HS036611,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50HS036511,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50TCQA04,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50KCQA04A2,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50QJ004-3,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50QJ004-5,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50QJ004-1,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50KCQA04A3,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50KCQA04A1,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50QJ004-6,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50KCQA04A0,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50LJQ004,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548BBX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50TJQ004,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50TFQ004-1,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548BPX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548BJX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50TCQD04,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50TFQ004-5,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,542GN036,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50TFQ004-6,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,50TFQ004-3,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548CTX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548DTX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548CJX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548DEX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548DPX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548CPX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548BTX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548CBX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548CEX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548DJX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548FPX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548JT04,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548FTX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548JP04,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,549BEX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548JJ04,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548FEX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,549BJX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548JE04,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,548FJX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HH036A25,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HH036A46,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HA036A06,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HA036A25,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HH036A58,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HA036A46,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HH036A06,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,B1HA036A58,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-03C00AF,10L32,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,549BPX036,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-03C00NT,10L32,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,BQ036,10L32,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-03C00NF,10L32,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-03C00AX,10L32,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CHP16-036,31B58,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-03C00NW,10L32,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-03C00AT,10L32,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-03C00NX,10L32,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,BA03E,10L32,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,BA-03C00AW,10L32,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CHP20-036,31B67,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036025,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CHP16R-411,31B67,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036018,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036015,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036020,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036010,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036016,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036030,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036XXX,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036046,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036060,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,DCH036,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036031,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPH036045,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,D2NA024N05606,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,PH13363-A,Ducting Transition may be required.,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,PHB036N1H,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,PHF036L000,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,PHH036K,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,PHH036L,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,Q6SE-X36K,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,PHB036N1L,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,PHF036H000,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,PHH036H,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,PH13363-B,Ducting Transition may be required.,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,RHS036L,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,RHS036H,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,THA036S2,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,RHS036S,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,SPHO36001,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,RJNL-C036,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,RHS036K,no Transition Curb needed,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,WCC036F,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,RJPL-C036,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,WCD036,,,69,ZHD036S5,4
91b8f8a911bff655d08192b7e34f37d1,CPC150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50DA016100,Ducting Transition may be required.,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50DA016400,Ducting Transition may be required.,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50DJ014,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50TC-B14,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50DP014-5,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50DA016600,Ducting Transition may be required.,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50DA016500,Ducting Transition may be required.,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50DP014-6,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50DP014-1,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50TC-A14,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50HJ014,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50LJ014,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50TCB14,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50TCE14,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50TCD14,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,551BJX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50TM014,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50TJ014,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,551BEX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50TC-E14,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50TFF014,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50TC-D14,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50TCA14,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,551BTX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558DEX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,551BPX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558CTX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558CEX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558CPX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558DJX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558DPX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558CJX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558CBX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558FPX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,D1EE150,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558FTX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,D2EE150,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558FJX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558DTX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,CHA24-1603,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,D3CE150,11J07,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,558FEX150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,DF150C00,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,TCA150S2,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,DM150C00,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,D4CE150,11J07,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,DCC150,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,LCC150,,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,PAE150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,PAH150,no Transition Curb needed,,60,ZCD150S5,4
91b8f8a911bff655d08192b7e34f37d1,50TMF012---6,no Transition Curb needed,,59,ZCD120S5,4
